feature_key,feature_layer,feature,metric,family,lane,bit,control_bit,scope,n_pairs,fail_to_pass_n,fail_to_pass_median_delta,fail_to_pass_median_delta_abs,fail_to_pass_abs_improved,fail_to_pass_abs_worsened,fail_to_pass_sign_flip,pass_to_fail_n,pass_to_fail_median_delta,pass_to_fail_median_delta_abs,pass_to_fail_abs_improved,pass_to_fail_abs_worsened,pass_to_fail_sign_flip,fail_to_fail_n,fail_to_fail_median_delta,fail_to_fail_median_delta_abs,fail_to_fail_abs_improved,fail_to_fail_abs_worsened,fail_to_fail_sign_flip,pass_to_pass_n,pass_to_pass_median_delta,pass_to_pass_median_delta_abs,pass_to_pass_abs_improved,pass_to_pass_abs_worsened,pass_to_pass_sign_flip,transition_delta_contrast,transition_abs_delta_contrast,contrast_score
skew::abs_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dq__value_ps,skew,abs_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dq__value_ps,abs_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,2,lane1_vs_lane0_dq,43,18,95.0,95.0,6,12,0,10,-124.25,-124.25,7,3,0,6,-44.0,-44.0,3,3,0,9,-43.5,-43.5,5,4,0,-219.25,-219.25,328.875
sdf::direct_max__dq_iologic__lane0__dq0__ctrl_none__endpoint__value_ps,sdf,direct_max__dq_iologic__lane0__dq0__ctrl_none__endpoint__value_ps,direct_max,dq_iologic,lane0,dq0,,endpoint,43,18,13.5,13.5,9,9,0,10,-205.0,-205.0,6,4,0,6,117.5,117.5,2,4,0,9,50.0,50.0,4,5,0,-218.5,-218.5,327.75
sdf::direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_0__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq0,0,endpoint,43,18,-358.5,-358.5,13,5,0,10,-141.0,-141.0,5,5,0,6,-381.0,-381.0,4,2,0,9,-689.0,-689.0,8,1,0,217.5,217.5,326.25
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_0__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_0__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,0,dqs_vs_dq_bit,43,18,171.0,-107.5,11,7,9,10,-150.5,-113.5,7,3,4,6,151.5,-105.5,4,2,2,9,394.0,104.0,3,6,6,-321.5,-6.0,324.5
sdf::cntvaluein_bus_skew__idelay_data_cntvaluein__lane1__dq10__ctrl_none__dq10__value_ps,sdf,cntvaluein_bus_skew__idelay_data_cntvaluein__lane1__dq10__ctrl_none__dq10__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane1,dq10,,dq10,43,18,198.5,198.5,4,14,0,10,-17.0,-17.0,5,5,0,6,446.5,446.5,1,5,0,9,402.0,402.0,0,9,0,-215.5,-215.5,323.25
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_2__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,2,dqs_vs_dq_bit,43,18,154.5,205.0,7,11,9,10,-65.0,6.0,5,5,4,6,98.0,-155.0,6,0,3,9,131.0,-40.0,5,4,3,-219.5,-199.0,319.0
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_4__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,4,dqs_vs_dq_bit,43,18,73.5,14.0,8,10,11,10,-184.0,-108.0,6,4,7,6,311.5,73.5,3,3,2,9,392.0,80.0,3,6,5,-257.5,-122.0,318.5
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_3__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,3,dqs_vs_dq_bit,43,18,-212.5,-50.0,9,9,6,10,87.5,-13.0,5,5,4,6,-108.5,211.0,0,6,4,9,-201.0,36.0,4,5,6,300.0,37.0,318.5
skew::abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_2__dqs_vs_dq_lane__value_ps,skew,abs_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_2__dqs_vs_dq_lane__value_ps,abs_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,2,dqs_vs_dq_lane,43,18,27.75,27.75,9,9,0,10,-184.0,-184.0,8,2,0,6,-253.25,-253.25,4,2,0,9,-141.0,-141.0,6,3,0,-211.75,-211.75,317.625
sdf::lane_spread__dq_iologic__lane0__no_bit__ctrl_none__lane__value_ps,sdf,lane_spread__dq_iologic__lane0__no_bit__ctrl_none__lane__value_ps,lane_spread,dq_iologic,lane0,,,lane,43,18,99.0,99.0,7,11,0,10,-111.5,-111.5,7,3,0,6,-2.0,-2.0,3,3,0,9,300.0,300.0,3,6,0,-210.5,-210.5,315.75
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_1__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,1,dqs_vs_dq_bit,43,18,27.5,-47.5,10,8,14,10,291.0,-151.0,6,4,4,6,-8.0,-8.0,3,3,4,9,592.0,298.0,2,7,7,263.5,-103.5,315.25
sdf::direct_max__idelay_data_cntvaluein__lane0__dq2__ctrl_0__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq2__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq2,0,endpoint,43,18,-309.5,-309.5,10,8,0,10,-101.0,-101.0,6,4,0,6,-315.0,-315.0,4,2,0,9,-653.0,-653.0,8,1,0,208.5,208.5,312.75
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_3__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,3,dqs_vs_dq_bit,43,18,-74.5,-46.0,10,8,9,10,197.5,-125.5,6,4,5,6,142.5,54.0,2,4,6,9,187.0,272.0,3,6,5,272.0,-79.5,311.75
sdf::direct_max__idelay_data_cntvaluein__lane0__dq6__ctrl_0__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq6__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq6,0,endpoint,43,18,-249.5,-249.5,11,7,0,10,-42.0,-42.0,5,5,0,6,-244.0,-244.0,4,2,0,9,-535.0,-535.0,7,2,0,207.5,207.5,311.25
sdf::direct_max__idelay_data_cntvaluein__lane1__dq14__ctrl_4__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane1__dq14__ctrl_4__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq14,4,endpoint,43,18,-52.5,-52.5,10,8,0,10,155.0,155.0,4,6,0,6,-419.0,-419.0,5,1,0,9,-66.0,-66.0,7,2,0,207.5,207.5,311.25
sdf::direct_max__idelay_data_cntvaluein__lane1__dq11__ctrl_1__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane1__dq11__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq11,1,endpoint,43,18,-130.5,-130.5,10,8,0,10,75.5,75.5,4,6,0,6,-343.0,-343.0,5,1,0,9,-658.0,-658.0,7,2,0,206.0,206.0,309.0
sdf::lane_spread__idelay_ld__lane1__no_bit__ctrl_none__lane__value_ps,sdf,lane_spread__idelay_ld__lane1__no_bit__ctrl_none__lane__value_ps,lane_spread,idelay_ld,lane1,,,lane,43,18,-77.0,-77.0,11,7,0,10,129.0,129.0,1,9,0,6,-34.0,-34.0,3,3,0,9,159.0,159.0,2,7,0,206.0,206.0,309.0
sdf::direct_max__idelay_data_cntvaluein__lane0__dq2__ctrl_3__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq2__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq2,3,endpoint,43,18,301.5,301.5,4,14,0,10,96.0,96.0,3,7,0,6,69.5,69.5,3,3,0,9,82.0,82.0,4,5,0,-205.5,-205.5,308.25
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_3__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_3__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,3,dqs_vs_dq_bit,43,18,-193.0,-193.0,12,6,0,10,12.5,12.5,5,5,0,6,-104.0,-104.0,4,2,0,9,-107.0,-107.0,6,3,0,205.5,205.5,308.25
skew::abs_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_1__ld_vs_cntvaluein_dqs__value_ps,skew,abs_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_1__ld_vs_cntvaluein_dqs__value_ps,abs_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,1,ld_vs_cntvaluein_dqs,43,18,-114.0,-114.0,12,6,0,10,91.0,91.0,4,6,0,6,63.5,63.5,1,5,0,9,-29.0,-29.0,5,4,0,205.0,205.0,307.5
sdf::direct_max__idelay_dqs_cntvaluein__lane1__dqs1__ctrl_3__endpoint__value_ps,sdf,direct_max__idelay_dqs_cntvaluein__lane1__dqs1__ctrl_3__endpoint__value_ps,direct_max,idelay_dqs_cntvaluein,lane1,dqs1,3,endpoint,43,18,164.5,164.5,6,12,0,10,369.0,369.0,1,9,0,6,172.5,172.5,1,5,0,9,262.0,262.0,3,6,0,204.5,204.5,306.75
sdf::direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_1__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq0__ctrl_1__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq0,1,endpoint,43,18,-201.5,-201.5,12,6,0,10,1.5,1.5,5,5,0,6,-211.0,-211.0,4,2,0,9,-529.0,-529.0,7,2,0,203.0,203.0,304.5
sdf::direct_max__idelay_data_cntvaluein__lane0__dq3__ctrl_3__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq3__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq3,3,endpoint,43,18,291.0,291.0,5,13,0,10,88.0,88.0,4,6,0,6,295.5,295.5,2,4,0,9,291.0,291.0,3,6,0,-203.0,-203.0,304.5
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_4__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,4,dqs_vs_dq_bit,43,18,-19.0,45.0,8,10,5,10,-255.0,-84.0,6,4,6,6,132.0,132.0,1,5,5,9,455.0,77.0,3,6,7,-236.0,-129.0,300.5
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_2__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,2,dqs_vs_dq_bit,43,18,205.0,205.0,7,11,0,10,6.0,6.0,5,5,0,6,-155.0,-155.0,6,0,0,9,-40.0,-40.0,5,4,0,-199.0,-199.0,298.5
skew::signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,skew,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,2,dqs_vs_dq_lane,43,18,165.75,129.0,8,10,11,10,-97.25,58.75,4,6,6,6,88.5,-146.5,4,2,3,9,196.5,38.5,4,5,5,-263.0,-70.25,298.125
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_2__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_2__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,2,dqs_vs_dq_bit,43,18,214.5,214.5,7,11,0,10,17.0,17.0,5,5,0,6,-186.0,-186.0,6,0,0,9,2.0,2.0,4,5,0,-197.5,-197.5,296.25
skew::signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_2__dqs_vs_dq_bit__value_ps,skew,signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,2,dqs_vs_dq_bit,43,18,183.0,20.5,9,9,8,10,-105.5,5.5,5,5,2,6,63.5,63.5,3,3,0,9,365.0,365.0,2,7,2,-288.5,-15.0,296.0
sdf::direct_max__idelay_data_cntvaluein__lane1__dq15__ctrl_2__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane1__dq15__ctrl_2__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane1,dq15,2,endpoint,43,18,-166.0,-166.0,12,6,0,10,28.5,28.5,4,6,0,6,-390.0,-390.0,5,1,0,9,-570.0,-570.0,8,1,0,194.5,194.5,291.75
sdf::direct_max__idelay_data_cntvaluein__lane0__dq7__ctrl_3__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq7__ctrl_3__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq7,3,endpoint,43,18,265.0,265.0,6,12,0,10,71.0,71.0,3,7,0,6,298.0,298.0,2,4,0,9,367.0,367.0,3,6,0,-194.0,-194.0,291.0
sdf::direct_max__idelay_ld__lane0__dq2__ctrl_none__endpoint__value_ps,sdf,direct_max__idelay_ld__lane0__dq2__ctrl_none__endpoint__value_ps,direct_max,idelay_ld,lane0,dq2,,endpoint,43,18,-154.5,-154.5,13,5,0,10,-348.0,-348.0,7,3,0,6,-263.5,-263.5,5,1,0,9,-237.0,-237.0,6,3,0,-193.5,-193.5,290.25
sdf::lane_spread__idelay_data_cntvaluein__lane0__no_bit__ctrl_none__lane__value_ps,sdf,lane_spread__idelay_data_cntvaluein__lane0__no_bit__ctrl_none__lane__value_ps,lane_spread,idelay_data_cntvaluein,lane0,,,lane,43,18,257.5,257.5,5,13,0,10,66.0,66.0,3,7,0,6,364.0,364.0,2,4,0,9,447.0,447.0,1,8,0,-191.5,-191.5,287.25
skew::signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,0,ld_vs_cntvaluein_dqs,43,18,-104.5,-126.0,14,4,7,10,152.0,-65.5,6,4,7,6,115.5,-120.5,4,2,2,9,-239.0,3.0,4,5,4,256.5,60.5,286.75
sdf::direct_max__idelay_data_cntvaluein__lane0__dq4__ctrl_0__endpoint__value_ps,sdf,direct_max__idelay_data_cntvaluein__lane0__dq4__ctrl_0__endpoint__value_ps,direct_max,idelay_data_cntvaluein,lane0,dq4,0,endpoint,43,18,-338.5,-338.5,12,6,0,10,-148.5,-148.5,7,3,0,6,-360.5,-360.5,4,2,0,9,-590.0,-590.0,7,2,0,190.0,190.0,285.0
skew::abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_0__dqs_vs_dq_bit__value_ps,skew,abs_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_0__dqs_vs_dq_bit__value_ps,abs_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,0,dqs_vs_dq_bit,43,18,-179.5,-179.5,12,6,0,10,10.5,10.5,5,5,0,6,48.0,48.0,3,3,0,9,94.0,94.0,4,5,0,190.0,190.0,285.0
sdf::cntvaluein_bus_skew__idelay_data_cntvaluein__lane0__dq1__ctrl_none__dq1__value_ps,sdf,cntvaluein_bus_skew__idelay_data_cntvaluein__lane0__dq1__ctrl_none__dq1__value_ps,cntvaluein_bus_skew,idelay_data_cntvaluein,lane0,dq1,,dq1,43,18,230.0,230.0,6,12,0,10,41.5,41.5,5,5,0,6,168.5,168.5,3,3,0,9,525.0,525.0,1,8,0,-188.5,-188.5,282.75
